Date,PriceUSD,BlkCnt,FeeMeanUSD,DiffMean,BlkSizeMeanByte,RevUSD,TxTfrValAdjUSD,HashRate
2010-08-03,0.0600121507890123,227,0,244.213223092375,836.325991189427,681.137911455289605,1914.656464605027145104,0.00275575847291872
2010-08-04,0.0570157802454705,243,0,244.213223092375,476.810699588477,692.741729982466575,817.151872951490570115,0.00294999695559141
2010-08-05,0.061,218,0,261.544321758188,935.266055045872,664.9,1847.20078,0.0028343136485242
2010-08-06,0.0616713150204559,147,0.00066882975444719709384433779768,352.161209068011,872.537414965986,453.426626138048118129,1104.281016337931504369,0.00257338621241248
2010-08-07,0.0590039450613676,155,0,352.161209068012,520.638709677419,457.2805742255989,882.251178175043515916,0.00271343444165942
2010-08-08,0.0609,199,0,352.161209068012,528.231155778895,605.955,596.24754,0.00348369970251758
2010-08-09,0.0704,190,0.00129416170212766272,352.161209068012,1565.35789473684,669.104128,4711.342592,0.00332614544461478
2010-08-10,0.0693387288135593,191,0,352.161209068012,478.947643979058,662.184860169491315,1515.777894454236806464,0.00334365147327064
2010-08-11,0.067,233,0,352.161209068012,506.648068669528,780.55,3185.2202,0.00407890467681707
2010-08-12,0.07,217,0,352.161209068012,511.087557603687,759.5,937.7025,0.00379880821832319
2010-08-13,0.0645,215,0,352.161209068012,770.102325581395,693.375,1561.052865,0.00376379616101146
2010-08-14,0.0669964336645237,281,0,352.161209068013,493.896797153025,941.299892986557985,673.577454312764763141,0.0049191940522987
2010-08-15,0.0651179322033898,207,0,393.799206943296,437.502415458937,673.97059830508443,811.471670407796229986,0.00405220400471671
2010-08-16,0.0655,147,0.000147265100671141155,511.773534256603,1030.2380952381,481.468885,3051.067945,0.00373973885544902
2010-08-17,0.07,129,0,511.773534256603,682.558139534884,451.5,2691.8283,0.00328181164865935
2010-08-18,0.068,133,0.000459220779220779,511.773534256603,1969.67669172932,452.30608,2049.89944,0.00338357325016816
2010-08-19,0.0667,135,0,511.773534256603,625,450.225,1014.416955,0.00343445405092257
2010-08-20,0.0655,193,0,511.773534256602,594.865284974093,632.075,1389.35587,0.00490999727280041
2010-08-21,0.0664,173,0,511.773534256602,537.734104046243,574.36,2226.986944,0.00440118926525633
2010-08-22,0.0659289888953828,212,0,511.773534256602,471.509433962264,698.84728229105768,936.460632589128921824,0.00539336487996729
2010-08-23,0.06491,213,0,511.773534256602,489.328638497653,691.2915,940.0993192,0.00541880528034449
2010-08-24,0.065,215,0.0003132530120481931,511.773534256602,838.232558139535,698.802,974.81085,0.0054696860810989
2010-08-25,0.0648,216,0,511.773534256602,416.416666666667,699.84,820.665432,0.0054951264814761
2010-08-26,0.0640751139684395,210,0,519.214429297424,562.938095238095,672.78869666861475,884.65818701437743191,0.00542016074795354
2010-08-27,0.065,171,0,623.38695986893,470.058479532164,555.75,1646.45455,0.00529907348983421
2010-08-28,0.0646,170,0.000000000418000000000000152,623.38695986893,609.952941176471,549.10000007106,937.237472,0.00526808475597553
2010-08-29,0.064,162,0.00013837837837837824,623.38695986893,438.487654320988,518.41536,546.52672,0.00502017488510609
2010-08-30,0.06497,149,0.00012994,623.386959868929,700.684563758389,484.0492395,820.235205125988,0.00461732134494326
2010-08-31,0.06,184,0.00005196857480314962,623.38695986893,939.021739130435,552.013200018,2153.1084,0.00570192702999705
2010-09-01,0.0620248275862069,157,0.000015836178979310345708,623.38695986893,916.006369426752,486.89861805378430293124138,1551.499581462069051773,0.0048652312158127
2010-09-02,0.0634,156,0,623.386959868929,574.352564102564,494.52,1579.58881,0.00483424248195401
2010-09-03,0.06085,164,0,623.38695986893,507.170731707317,498.97,1227.4497705,0.00508215235282345
2010-09-04,0.062178275862069,181,0,623.38695986893,421.270718232044,562.71339655172445,1689.64179501724231635,0.00560896082842101
2010-09-05,0.06165,165,0.000004311188811188809335,623.38695986893,534.012121212121,508.6131165,4678.720839,0.00511314108668213
2010-09-06,0.0616,158,0.00000000004928,623.38695986893,511,486.64000000616,4532.202136,0.00489621994967138
2010-09-07,0.0612391180596142,160,0,623.38695986893,470.3,489.9129444769136,798.889403126071680822,0.00495819741738873
2010-09-08,0.061,165,0.00000000007011494252873552,699.324575963736,557.551515151515,503.2500000122,794.46827,0.00573599618291432
2010-09-09,0.0611149707773232,135,0.0000329541808676599352882421700416,712.884864552096,754.02962962963,412.53277539982860262973232,1700.285102343278706288,0.0047840893422885
2010-09-10,0.0610115242548218,177,0.0000000000356792539501881931999760955086,712.884864552095,538.19209039548,539.95198966127408242548218,712.7366263448282676,0.0062724726932227
2010-09-11,0.0636208649912332,160,0,712.884864552095,496.16875,508.9669199298656,464.706520364114575092,0.00567003181308267
2010-09-12,0.0615,177,0.0000463567839195979575,712.884864552095,695.983050847458,544.284225,1128.823275,0.0062724726932227
2010-09-13,0.06218,171,0.00000000002328838951310864474,712.884864552095,779.27485380117,531.639000006218,4386.8872956,0.0060598465002321
2010-09-14,0.06199,203,0.000002622564778854623721,712.884864552095,609.699507389163,629.1990953222048,1585.3397233777952,0.00719385286284863
2010-09-15,0.0604,169,0,712.884864552095,772.059171597633,510.38,1940.780652,0.00598897110256856
2010-09-16,0.0619,219,0,712.884864552095,535.730593607306,677.805,1787.286363,0.00776085604415689
2010-09-17,0.0600005260081823,208,0,712.884864552095,728.543269230769,624.00547048509592,2690.809989594387026012,0.00737104135700746
2010-09-18,0.061,237,0.00006654545454545449,712.884864552094,460.902953586498,722.86098,2360.52249,0.00839873462312869
2010-09-19,0.0627,209,0,898.218695679555,510.698564593301,655.215,2696.77716,0.00933199495165843
2010-09-20,0.0621017358270018,203,0,917.830741301509,709.891625615764,630.33261864406827,1937.32885594593950289,0.00926199956576555
2010-09-21,0.06265,172,0.00000000000992868462757530345,917.830741301511,1543.86627906977,538.790000006265,1187.8559035,0.00784760554340728
2010-09-22,0.061881870251315,174,0,917.83074130151,1275.76436781609,538.3722711864405,2386.99351513337150785,0.0079388567706562
2010-09-23,0.062153512565751,234,0,917.830741301507,804.294871794872,727.1960970192867,7490.60273209128889527,0.0106763935881238
2010-09-24,0.0622,228,0,917.830741301508,609.109649122807,709.08,1102.38615,0.0104026399063771
2010-09-25,0.06202,207,0,917.830741301509,796.724637681159,641.907,1666.6256278,0.00944450202026339
2010-09-26,0.062,205,0,917.830741301509,589.473170731707,635.5,1269.55974,0.00935325079301447
2010-09-27,0.0622004418468732,229,0.00000355431096267846590569534941972,917.830741301508,932.100436681223,712.196303155535077464,2009.341111549527446028,0.0104482655200015
2010-09-28,0.0619038977206312,212,0.000313878918020102007375529753624,987.78854520494,1228.1320754717,656.270457451408428928,4484.27360079319188992995012,0.0104098858028698
2010-09-29,0.06191,164,0,1318.67005015359,2201.83536585366,507.662,1754.8191388,0.010750436774287
2010-09-30,0.0619,146,0,1318.67005015359,754.267123287671,451.87,3875.73232,0.00957051078686525
2010-10-01,0.0619733138515488,154,0.000077988889341274594960393750944,1318.67005015359,1119.70779220779,477.229221712682627328,1231.288543588171898902547232,0.0100949223368305
2010-10-02,0.0614,100,0.00000118060193564356156,1318.67005015359,1847.05,307.000476963182,18649.542058,0.00655514437456523
2010-10-03,0.0610648684979544,122,0.0000020180639786052676638871755972,1318.67005015359,880.688524590164,372.496172082556812238359,1562.66830432320248232,0.00799727613696959
2010-10-04,0.0612944769140853,153,0.000000000235199736995908623775148491974,1318.67005015359,930.771241830065,468.902748453434077144944447,5812.864169926355988912,0.0100293708930848
2010-10-05,0.0614,126,0,1318.67005015359,983.595238095238,386.82,7106.630638,0.0082594819119522
2010-10-06,0.06281,171,0.0000000002963761904761905632,1318.67005015359,702.198830409357,537.0255000684629,4996.6228059,0.0112092968805066
2010-10-07,0.067,160,0,1318.67005015359,673.7,536,6956.94299,0.0104882309993044
2010-10-08,0.0844531081239041,154,0,1318.67005015359,863.512987012987,650.28893255406157,10949.335333891191696508,0.0100949223368305
2010-10-09,0.0938,158,0,1318.67005015359,905.158227848101,741.02,13456.040542,0.0103571281118131
2010-10-10,0.0971462010520164,178,0,1318.67005015359,633.747191011236,864.60118936294596,9345.477170210114442132,0.0116681569867261
2010-10-11,0.095,159,0.0000000005627717391304347,1318.67005015359,661.157232704403,755.25000010355,6252.65775,0.0104226795555587
2010-10-12,0.0949,155,0,1365.0076753209,693.838709677419,735.475,4519.114275,0.0105175094359409
2010-10-13,0.104865589129164,176,0.0001962724930224999699413380548,1378.02816503733,884.625,922.8538872928384074,5597.77338588577373544,0.0120563786888564
2010-10-14,0.102,205,0,1378.02816503733,549.853658536585,1045.5,9819.43698,0.014042941086452
2010-10-15,0.105,177,0,1378.02816503733,532.649717514124,929.25,8504.3805,0.0121248808404976
2010-10-16,0.101,258,0,1378.02816503733,570.852713178295,1302.9,9622.64774,0.0176735551234372
2010-10-17,0.102,270,0,1378.02816503733,487.885185185185,1377,1995.5382,0.018495580943132
2010-10-18,0.1024,249,0.00000624390243902439424,1378.02816503733,731.698795180723,1274.882048,5411.140608,0.0170570357586661
2010-10-19,0.0975448918760959,256,0,1378.02816503733,1166.76953125,1248.57461601402752,4796.398411968967957121,0.0175365508201548
2010-10-20,0.099,264,0,1378.02816503733,895.299242424242,1306.8,4972.78683,0.0180845680332846
2010-10-21,0.107,186,0.000002374223,1983.2167289447,949.134408602151,995.10083097805,10342.43596,0.018337040329349
2010-10-22,0.1025,154,0,2149.02181494673,1247.5974025974,789.25,5441.898225,0.0164515818945875
2010-10-23,0.104556424313267,175,0.000015330854004877891432330067135,2149.02181494673,900.6,914.87394056230191335,2756.59562339926107689,0.0186949794256676
2010-10-24,0.11501,205,0,2149.02181494673,784.565853658537,1178.8525,9796.7599681,0.0218998330414963
2010-10-25,0.139118552893045,203,0,2149.02181494673,665.56157635468,1412.05331186440675,7777.53260314246623055,0.0216861761337744
2010-10-26,0.151,241,0,2149.02181494673,665.195020746888,1819.55,11039.94975,0.0257456573804908
2010-10-27,0.1877,213,0,2149.02181494673,871.417840375587,1999.005,17060.405876,0.022754460672384
2010-10-28,0.1731,219,0,2149.02181494673,745.534246575342,1895.445,16000.732185,0.0233954313955498
2010-10-29,0.19,223,0,2149.02181494673,712.417040358744,2118.5,8953.1173,0.0238227452109936
2010-10-30,0.197610543541789,252,0,2205.13580753393,474.40873015873,2489.8928486265414,6577.19819144923003196,0.0276237096817406
2010-10-31,0.1925,179,0,3091.73689041181,566.837988826816,1722.875,10389.38285,0.0275107023258776
2010-11-01,0.194525061367621,177,0,3091.73689041181,579.209039548023,1721.54679310344585,6125.62141597497675694,0.0272033201769851
2010-11-02,0.1938,176,0,3091.73689041181,423.477272727273,1705.44,9253.054644,0.0270496291025389
2010-11-03,0.1931,190,0,3091.73689041181,521.436842105263,1834.45,6725.087907,0.0292013041447863
2010-11-04,0.229275160724722,201,0,3091.73689041181,547.940298507463,2304.2153652834561,31371.36945096780243534,0.030891905963695
2010-11-05,0.259112413793104,219,0,3091.73689041181,698.205479452055,2837.2809310344888,9859.486457241400304,0.0336583453037274
2010-11-06,0.400982302746932,218,0,3091.73689041181,508.178899082569,4370.7070999415588,41674.30725493212610328,0.0335046542292811
2010-11-07,0.34,241,0,3091.73689041181,529.066390041494,4097,20045.176,0.0370395489415447
2010-11-08,0.243184628872005,275,0.00083752382557578569229560980815,3091.73689041181,844,3343.99049023203251415,93690.7594996167234498,0.042265045472717
2010-11-09,0.217272694330801,217,0,3704.20116978238,549.073732718894,2357.40873348919085,6718.09560870474330811,0.0399576940439629
2010-11-10,0.229549731151373,203,0,4536.35372327502,550.408866995074,2329.92977118643595,7752.91132629086679239,0.0457771834440332
2010-11-11,0.2231,219,0,4536.35372327502,505.75799086758,2442.945,4717.346874,0.0493852373115432
2010-11-12,0.2682,169,0,4536.35372327502,468.224852071006,2266.29,5307.399072,0.0381100689755745
2010-11-13,0.276,223,0,4536.35372327502,447.686098654709,3077.4,7378.87104,0.0502872507784207
2010-11-14,0.27904,256,0,4536.35372327502,579.7421875,3543.808,9605.3827584,0.0577288618801601
2010-11-15,0.268464555815313,200,0.0000236142544972237914333956001798,4536.35372327502,9663.33,2684.77442113992135024,15629.69770532833525005,0.0451006733438751
2010-11-16,0.225,197,0,4536.35372327502,10038.0304568528,2216.25,6834.65625,0.044424163243717
2010-11-17,0.241939333722969,247,0,4536.35372327502,503.242914979757,2987.95077147866715,9709.44401735008670637,0.0556993315796857
2010-11-18,0.269057790765634,257,0,4962.56232836369,1906.01556420233,3457.3926113383969,7131.15342627679369378,0.063399410028978
2010-11-19,0.27829,150,0.000002988188553634705937,6866.89864897274,14332.1533333333,2087.202829,8928.4392938,0.0512033075039661
2010-11-20,0.283015964932788,116,0.000031899491007922351037036348424,6866.89864897274,18303.4655172414,1641.78693321370049952,16279.46886496557300744,0.0395972244697338
2010-11-21,0.27675,140,0.00002751496398498528675,6866.89864897274,16379.7714285714,1937.521215,10022.27985,0.0477897536703684
2010-11-22,0.285,163,0.00083065326633165885,6866.89864897273,656.337423312883,2322.9153,7381.7622,0.0556409274876431
2010-11-23,0.28295,140,0.000815019021739131665,6866.89864897274,701.542857142857,1980.7999635,9489.6421785,0.0477897536703684
2010-11-24,0.282905736411455,177,0.0000088316046746552059458159053465,6866.89864897272,5826.98870056497,2503.7497159297461246,9063.9942564276938286,0.0604199028546799
2010-11-25,0.28,181,0,6866.89864897272,9248.01657458564,2534,13050.184,0.061785324388119
2010-11-26,0.2844,194,0.0000966280991735537352,6866.89864897271,1864.48969072165,2758.785228,21982.709376,0.066222944371796
2010-11-27,0.283,180,0.0000213584905660377508,6866.89864897272,743.638888888889,2547.00566,6382.0462,0.0614439690047592
2010-11-28,0.271358679135009,172,0,6866.89864897273,716.703488372093,2333.6846405610774,5545.26616627294456671,0.0587131259378811
2010-11-29,0.230559456458212,209,0.000028003172849175659504834945116,6866.89864897271,692.631578947368,2409.35323677200914636,7707.73865947733750508,0.0713432751221925
2010-11-30,0.2082,202,0.00000797701149425286774,7196.70713160831,660.985148514852,2102.822082,11747.016678,0.0722655508954609
2010-12-01,0.2275,188,0.0000280864197530864675,8078.19525792512,878.308510638298,2138.5091,10117.29355,0.0754950217057436
2010-12-02,0.255,188,0.00005907335907335916,8078.19525792512,667.031914893617,2397.0153,10956.29175,0.0754950217057436
2010-12-03,0.251060083576856,189,0.000012679802200851311863332911228,8078.19525792512,701.201058201058,2372.52030040212496856,6789.9701723527858912,0.0758965909701358
2010-12-04,0.205000526008182,229,0.0000117684004595434877270443261866,8078.19525792513,575.305676855895,2347.25825878977121326328314,10844.92962686380383672,0.0919593615458261
2010-12-05,0.202850017533606,239,0.000042260420319501182383327488798,8078.19525792513,480.949790794979,2424.06582352729304424,3685.44403055616456192,0.0959750541897487
2010-12-06,0.204,241,0.000040430590000000068,8078.19525792513,507.721991701245,2458.20921817452,18849.192,0.0967781927185332
2010-12-07,0.233420385739334,239,0.000051031616712402249478867541576,8078.19525792513,747.941422594142,2789.39045001855639271431758,16922.78656138540874612,0.0959750541897487
2010-12-08,0.2388,238,0.0000338723404255319928,8078.19525792513,621.701680672269,2841.729552,5964.87774,0.0955734849253564
2010-12-09,0.199991694330801,223,0.000027304807421359556265636035307,8321.51121546701,663.704035874439,2229.91484600085718115666061,7939.33427888632395432,0.092247198273048
2010-12-10,0.204,147,0.000062358078602620188,12251.9997603745,774.414965986395,1499.41428,6206.77548,0.0895303811037848
2010-12-11,0.228,175,0.000072840706920980832,12251.9997603745,891.891428571429,1995.02673253944,7277.9424,0.106583787028315
2010-12-12,0.219853611922852,171,0.000067768790290994303616625253728,12251.9997603745,1075.88304093567,1879.78104649730485924379024,4194.26387706656671556,0.104147586181954
2010-12-13,0.227605236703682,141,0.000139007211682411037557578482942,12251.9997603745,1761.39716312057,1604.68781243891612967239936,20610.86959548240276188,0.0858760798342426
2010-12-14,0.24669,171,0.00002567853421085102184,12251.9997603745,1016.59649122807,2109.2115689110791,4442.6229417,0.104147586181954
2010-12-15,0.24,196,0.00003653120722347624,12251.9997603745,909.658163265306,2352.0161833248,7591.2504,0.119373841471713
2010-12-16,0.24996,173,0.0000723134698927373394,12251.9997603745,892.115606936416,2162.1798882222216,6874.1474604,0.105365686605134
2010-12-17,0.242655815312683,166,0.000193491551672956693199213214216,12251.9997603745,979.39156626506,2014.10015361146074929497802,5292.87901378668227407,0.101102335124002
2010-12-18,0.241,161,0.000046077842643678172,12251.9997603745,887.714285714286,1940.06603508924,8138.51216,0.09805708406605
2010-12-19,0.2401,184,0.0000748420757924528276,12251.9997603745,1038.5,2208.947766410119,13596.438023,0.112065238932629
2010-12-20,0.267,159,0.0000232603073992197777,12251.9997603745,1680.22012578616,2122.66788717639,9313.65954,0.0968389836428693
2010-12-21,0.241436002337814,196,0.00008363833799231429361519606189,12673.3773942086,927.94387755102,2366.1090383109278721,11341.1544148158903825,0.123479413447296
2010-12-22,0.25,157,0.000066584554263566,14484.1623612254,1262.43312101911,1962.53435763,5921.295,0.113041823764728
2010-12-23,0.249970127995324,145,0.000041431512927401727905338608484,14484.1623612254,1094.06206896552,1812.29842617377871944,2564.3310565464310202,0.104401684368698
2010-12-24,0.248,148,0.000051231486649076472,14484.1623612254,1001.7972972973,1835.21941673344,4921.28472,0.106561719217705
2010-12-25,0.2499,168,0.0000362384665548387258,14484.1623612254,1002.60714285714,2099.176850886948,5144.323947,0.120961951544422
2010-12-26,0.264962127410871,145,0.000057727455624184354761330463875,14484.1623612254,1142.95172413793,1921.00076608183376696486049,4817.6473854354208704,0.104401684368698
2010-12-27,0.264785388661601,166,0.000060694113793916522682759656626,14484.1623612254,1119.65060240964,2197.74166826630240049111717,11977.42142414375735445,0.119521928311751
2010-12-28,0.281,169,0.000055482748985200772,14484.1623612254,1085.69230769231,2374.47624334027,8650.73674,0.121681963160758
2010-12-29,0.3,165,0.0001155566240208876,14484.1623612254,1044.0303030303,2475.044258187,24387.945,0.118801916695415
2010-12-30,0.3,169,0.0000610635606060606,14484.1623612254,1005.47337278107,2535.02418117,10099.542,0.121681963160758
2010-12-31,0.3,162,0.00001833817539267015,14484.1623612254,929.345679012346,2430.007005183,8775.435,0.116641881846407
2011-01-01,0.3,181,0.0000565449767441859,14484.1623612254,1103.26519337017,2715.026745774,6125.973,0.130322102556788
2011-01-02,0.29997,175,0.00006292001358947379042,14484.1623612254,1065.29142857143,2624.7638005656804,9194.5064574,0.126002032858773
2011-01-03,0.295,156,0.000215481380040120475,15968.4818440261,2527.96153846154,2301.2148349359,9144.7817,0.123832415934612
2011-01-04,0.29895,141,0.00001337723849643705591,16307.420938524,1777.60992907801,2107.608763634814,4521.481233,0.114301127146323
2011-01-05,0.298916302162478,154,0.0000222680364053670391321250793996,16307.420938524,2459.51298701299,2301.68137984134723113835094,7700.55025313680674568,0.124839528939956
2011-01-06,0.298,141,0.000053448229248554822,16307.420938524,1486.70921985816,2100.92773963098,5360.09918,0.114301127146323
2011-01-07,0.32,164,0.00001570241082299888,16307.420938524,1723.53658536585,2624.0139280384,8528.6752,0.132945991858135
2011-01-08,0.3229,170,0.00000467644229450368665,16307.420938524,2206.02352941176,2744.655700583157,11546.368743416843,0.137809869609042
2011-01-09,0.323,163,0.000045492957746478805,16307.420938524,2154.09202453988,2632.49845,8237.64493529959,0.132135345566317
2011-01-10,0.32659,162,0.000016467941137189386834,16307.420938524,2349.38888888889,2645.3982180873071,14593.4169099723653,0.131324699274499
2011-01-11,0.32659,172,0.000014330667484259274874,16307.420938524,2287.49418604651,2808.6910248329713,26431.0332088,0.139431162192678
2011-01-12,0.318799621274109,167,0.000090348070806427591159586235291,16307.420938524,1902.30538922156,2662.06610153276690052,9599.52523200669493023,0.135377930733588
2011-01-13,0.3176,188,0.000007187463803992752,16307.420938524,2039.06914893617,2985.447920585112,26662.246864,0.152401502861764
2011-01-14,0.399990005844535,181,0.0000240508323989235964590831385155,16307.420938524,2057.59116022099,3619.93552779203258749857545,21919.612316282855814,0.146726978819039
2011-01-15,0.386,157,0.00005069637524405525,17270.7703984514,1927.33121019108,3030.14050640382,13865.45196,0.134789940555296
2011-01-16,0.38679,174,0.00004565211996443212845,18437.6443921663,1626.64942528736,3365.106371699694,15223.3470245854464,0.159478007688148
2011-01-17,0.3495,181,0.000084346782595419858,18437.6443921663,1351.13812154696,3163.0302471426,15828.62416022688,0.165893789606637
2011-01-18,0.31299,141,0.00002550051100974577509,18437.6443921663,1914.58865248227,2206.5975543617949,25053.6413586,0.129232178643844
2011-01-19,0.31299,169,0.000021437671232876710185,18437.6443921663,1667.85207100592,2644.7811495,15515.2961478,0.154895306317799
2011-01-20,0.39,186,0.00005069826608811744,18437.6443921663,1440.56989247312,3627.0379730013,15587.1846,0.170476490976986
2011-01-21,0.41991,174,0.000021720774059016394131,18437.6443921663,2168.36781609195,3653.2381994754816,18940.2840978,0.159478007688148
2011-01-22,0.44003552893045,165,0.0001643946635250639707056204421,18437.6443921663,3213.23636363636,3630.4995933735999801148675,20525.536453356047731,0.151229145221519
2011-01-23,0.4424,170,0.000173794076210065752,18437.6443921663,2145.22352941176,3760.558847785656,28289.816576,0.155811846591869
2011-01-24,0.4199,188,0.0000871764705882353595,18437.6443921663,2334.43617021277,3947.160776,22073.920453,0.172309571525125
2011-01-25,0.41,156,0.00006836732198879571,18437.6443921663,1640.28846153846,3198.0488142679,12628.0328,0.142980282754891
2011-01-26,0.415085129748685,180,0.000255977528623735435471934362405,18437.6443921663,1871.97777777778,3735.97786115433682935,193482.56476097108492955,0.164977249332567
2011-01-27,0.4212,160,0.0001171713030746707332,20649.5128773971,1650.9125,3369.680028,251111.71098,0.164238856456947
2011-01-28,0.444484044418469,158,0.000050877466062467956768802952798,22012.3813379938,2201.6835443038,3511.47284415079113159,16608.96861517826835265,0.1728901430173
2011-01-29,0.439,161,0.000148848372941176703,22012.3813379938,2925.25465838509,3534.12206871912,22002.57464,0.176172867251806
2011-01-30,0.477142033898305,156,0.00051533675684113814187042723285,22012.3813379938,6729.48717948718,3723.0539240156480573880434,16827.2058811999970113,0.170701660194296
2011-01-31,0.525136870251315,170,0.000388794355160601868253732871495,22012.3813379938,2775.12352941176,4464.0735751808719347005622,47669.27314021960655925,0.186021039955323
2011-02-01,0.707510116890707,164,0.000637918957852276745286055992565,22012.3813379938,2586.99390243902,5802.12774129380324439,65319.37869558788438323,0.179455591486312
2011-02-02,0.725434821741671,158,0.000058054493219016461351697278794,22012.3813379938,1948.87974683544,5730.97729737577112498336225,66803.39209495751921198,0.1728901430173
2011-02-03,0.693898367621274,160,0.000173214775138995968922725357898,22012.3813379938,1460.35,5551.29797164105609637652726,36995.83679521011109482,0.175078625840304
2011-02-04,0.810958971361777,194,0.000140382813222742052546174972619,22012.3813379938,1501.26804123711,7866.40225553787793802177004,38593.32659777441336798,0.212282833831369
2011-02-05,0.911671477498539,179,0.00023316636337858714121970387408,22012.3813379938,1586.48044692737,8159.62224056719892538329757,64330.3656338771573109,0.19586921265884
2011-02-06,0.898,177,0.00013276467871345066,22012.3813379938,1684.91525423729,7947.39081104024,49194.43356,0.193680729835836
2011-02-07,0.889421369959088,203,0.000409616896351223446926998477008,22012.3813379938,1315.64039408867,9027.90749265874378820789952,130148.91786565512665564816544,0.222131006534886
2011-02-08,0.918,168,0.000229009263797468286,25120.1213105979,1614.89285714286,7711.36282558656,51978.51864,0.209786304584443
2011-02-09,1.01605024547049,192,0.000063158300214951461199946520838,25997.8799288143,1972.69270833333,9754.1489253651305588250672,90232.4960755272618888,0.248133431243539
2011-02-10,0.979652963179427,186,0.000467051179424262253786779534785,25997.8799288143,3699.12903225806,9111.63753635296483304744216,86227.04553047864671465,0.240379261517178
2011-02-11,1.05406945353594,186,0.0002383507217667936367021238928,25997.8799288143,3830.02688172043,9803.3614704954235740459078,93463.8957358613147052,0.240379261517178
2011-02-12,1.07870328404442,196,0.00046124316621894263308240675608,25997.8799288143,3075.35204081633,10572.0924405287058663960828,53287.7588522360604486,0.253302877727779
2011-02-13,1.05,198,0.00016355140186915845,25997.8799288143,2724.22727272727,10395.2625,47162.5455,0.255887600969899
2011-02-14,1.07001262419638,196,0.0016014991579255035236908548402,25997.8799288143,3789.59693877551,10489.0448515885801174,82453.3430989856669902,0.253302877727779
2011-02-15,1.05,225,0.00013069275383435565,25997.8799288143,2905.83111111111,11812.7556350265,59143.7175,0.290781364738522
